grid_id,latitude,longitude,x,y,ward_id,ward_name,lst_c,ndvi,ndbi,tree_canopy_pct,built_pct,albedo,road_density,distance_green_m,elevation_m,population_density,data_label
DEMO_G_0387,18.5434002,73.8490074,378525,2050695,DEMO_WARD_02,DEMO Ward 02,33.077,0.3388,0.1307,23.07,54.36,0.1716,5.792,365.68,558.92,8231.58,DEMO / SYNTHETIC DATA
DEMO_G_0388,18.543402,73.8492916,378555,2050695,DEMO_WARD_02,DEMO Ward 02,34.155,0.2117,0.1665,35.1,45.5,0.2357,5.732,228.55,558.21,12830.83,DEMO / SYNTHETIC DATA
DEMO_G_0389,18.5434037,73.8495758,378585,2050695,DEMO_WARD_02,DEMO Ward 02,35.561,0.1461,0.0819,24.8,71.16,0.1521,5.694,393.79,560.8,15087.81,DEMO / SYNTHETIC DATA
DEMO_G_0390,18.5434054,73.84986,378615,2050695,DEMO_WARD_02,DEMO Ward 02,32.344,0.2446,0.2033,28.38,55.59,0.2557,5.453,407.6,561.07,16604.11,DEMO / SYNTHETIC DATA
DEMO_G_0391,18.5434072,73.8501442,378645,2050695,DEMO_WARD_02,DEMO Ward 02,33.064,0.3468,0.1366,35.65,48.89,0.1907,2.747,221.15,557.14,9576.11,DEMO / SYNTHETIC DATA
DEMO_G_0392,18.5434089,73.8504284,378675,2050695,DEMO_WARD_02,DEMO Ward 02,37.29,0.171,0.27,20.49,60.54,0.1942,5.668,442.37,566.14,6207.37,DEMO / SYNTHETIC DATA
DEMO_G_0393,18.5434106,73.8507126,378705,2050695,DEMO_WARD_02,DEMO Ward 02,32.139,0.3741,0.1283,21.1,47.68,0.1967,4.892,263.34,561.98,10574.46,DEMO / SYNTHETIC DATA
DEMO_G_0394,18.5434124,73.8509969,378735,2050695,DEMO_WARD_02,DEMO Ward 02,37.89,0.1114,0.3454,15.88,60.65,0.144,7.232,311.23,562.31,13773.96,DEMO / SYNTHETIC DATA
DEMO_G_0395,18.5434141,73.8512811,378765,2050695,DEMO_WARD_02,DEMO Ward 02,32.838,0.3123,0.2961,38.87,61.91,0.1839,6.127,450.51,553.56,13318.82,DEMO / SYNTHETIC DATA
DEMO_G_0396,18.5434158,73.8515653,378795,2050695,DEMO_WARD_02,DEMO Ward 02,35.199,0.0857,0.3842,18.62,62.89,0.177,4.416,418.02,555.68,16034.1,DEMO / SYNTHETIC DATA
DEMO_G_0397,18.5434175,73.8518495,378825,2050695,DEMO_WARD_02,DEMO Ward 02,34.616,0.3071,0.081,40.99,48.22,0.1634,2.259,296.55,562.7,11102.54,DEMO / SYNTHETIC DATA
DEMO_G_0398,18.5434193,73.8521337,378855,2050695,DEMO_WARD_02,DEMO Ward 02,32.218,0.4044,0.088,39.01,48.87,0.1765,6.001,244.95,557.83,10608.71,DEMO / SYNTHETIC DATA
DEMO_G_0399,18.543421,73.8524179,378885,2050695,DEMO_WARD_02,DEMO Ward 02,32.029,0.4831,0.1428,50.33,48.28,0.2492,4.633,321.38,554.31,10412.47,DEMO / SYNTHETIC DATA
DEMO_G_0400,18.5434227,73.8527021,378915,2050695,DEMO_WARD_02,DEMO Ward 02,38.2,0.1515,0.233,17.2,67.96,0.1369,7.253,367.52,561.1,9844.22,DEMO / SYNTHETIC DATA
DEMO_G_0401,18.5434245,73.8529863,378945,2050695,DEMO_WARD_03,DEMO Ward 03,32.321,0.2705,0.3304,30.25,28.48,0.1792,6.457,187.37,557.46,11712.53,DEMO / SYNTHETIC DATA
DEMO_G_0402,18.5434262,73.8532706,378975,2050695,DEMO_WARD_03,DEMO Ward 03,35.091,0.3417,0.2685,41.34,53.39,0.1896,3.041,229.92,556.06,13778.36,DEMO / SYNTHETIC DATA
DEMO_G_0403,18.5434279,73.8535548,379005,2050695,DEMO_WARD_03,DEMO Ward 03,37.958,0.0394,0.3444,11.86,78.32,0.2107,7.738,411.31,554.79,16046.49,DEMO / SYNTHETIC DATA
DEMO_G_0404,18.5434296,73.853839,379035,2050695,DEMO_WARD_03,DEMO Ward 03,34.617,0.1366,0.1351,13.13,63.56,0.1975,5.229,316.75,555.61,9568.85,DEMO / SYNTHETIC DATA
DEMO_G_0405,18.5434314,73.8541232,379065,2050695,DEMO_WARD_03,DEMO Ward 03,35.126,0.3587,0.2327,29.21,38.94,0.2117,5.8,251.49,554.51,13275.96,DEMO / SYNTHETIC DATA
DEMO_G_0406,18.5434331,73.8544074,379095,2050695,DEMO_WARD_03,DEMO Ward 03,33.048,0.1655,0.1286,33.8,65.02,0.1956,6.27,240.24,554.13,16120.61,DEMO / SYNTHETIC DATA
DEMO_G_0407,18.5434348,73.8546916,379125,2050695,DEMO_WARD_03,DEMO Ward 03,37.141,0.0064,0.2771,0.0,58.07,0.1452,6.742,453.75,557.78,15463.07,DEMO / SYNTHETIC DATA
DEMO_G_0408,18.5434365,73.8549758,379155,2050695,DEMO_WARD_03,DEMO Ward 03,33.662,0.3228,0.0949,15.17,52.94,0.2256,6.558,309.15,553.78,11922.14,DEMO / SYNTHETIC DATA
DEMO_G_0409,18.5434382,73.85526,379185,2050695,DEMO_WARD_03,DEMO Ward 03,35.957,0.1715,0.3035,8.7,73.86,0.1889,5.9,454.54,555.08,10100.17,DEMO / SYNTHETIC DATA
DEMO_G_0410,18.54344,73.8555443,379215,2050695,DEMO_WARD_03,DEMO Ward 03,32.679,0.4597,0.1543,47.05,39.46,0.2343,6.233,504.92,554.94,11323.88,DEMO / SYNTHETIC DATA
DEMO_G_0411,18.5434417,73.8558285,379245,2050695,DEMO_WARD_03,DEMO Ward 03,34.53,0.2179,0.235,6.36,62.25,0.1561,7.75,421.66,559.87,9835.64,DEMO / SYNTHETIC DATA
DEMO_G_0412,18.5434434,73.8561127,379275,2050695,DEMO_WARD_03,DEMO Ward 03,36.333,0.273,0.256,14.8,66.15,0.1763,6.605,603.34,555.62,17331.66,DEMO / SYNTHETIC DATA
DEMO_G_0413,18.5434451,73.8563969,379305,2050695,DEMO_WARD_03,DEMO Ward 03,36.322,0.1456,0.2812,34.35,61.23,0.1492,4.261,352.7,561.3,14608.87,DEMO / SYNTHETIC DATA
DEMO_G_0414,18.5434469,73.8566811,379335,2050695,DEMO_WARD_03,DEMO Ward 03,37.749,0.2413,0.4742,25.55,74.13,0.1734,6.439,553.05,561.5,13403.79,DEMO / SYNTHETIC DATA
DEMO_G_0415,18.5434486,73.8569653,379365,2050695,DEMO_WARD_03,DEMO Ward 03,35.789,0.2048,0.2409,12.16,60.25,0.2087,5.464,389.01,554.98,11503.39,DEMO / SYNTHETIC DATA
DEMO_G_0416,18.5434503,73.8572495,379395,2050695,DEMO_WARD_03,DEMO Ward 03,35.605,0.3091,0.2895,26.82,68.0,0.2008,5.319,361.43,553.27,9087.92,DEMO / SYNTHETIC DATA
DEMO_G_0417,18.543452,73.8575337,379425,2050695,DEMO_WARD_03,DEMO Ward 03,39.101,0.1564,0.3858,15.34,79.98,0.1617,7.497,460.87,554.78,11643.62,DEMO / SYNTHETIC DATA
DEMO_G_0418,18.5434537,73.857818,379455,2050695,DEMO_WARD_03,DEMO Ward 03,38.766,0.1652,0.3934,17.75,94.08,0.1477,8.887,500.74,554.07,18369.59,DEMO / SYNTHETIC DATA
DEMO_G_0419,18.5434555,73.8581022,379485,2050695,DEMO_WARD_03,DEMO Ward 03,36.414,0.023,0.1994,21.32,78.74,0.1879,7.069,650.59,551.89,17564.65,DEMO / SYNTHETIC DATA
DEMO_G_0420,18.5434572,73.8583864,379515,2050695,DEMO_WARD_03,DEMO Ward 03,37.543,0.1977,0.4072,19.62,78.51,0.1687,5.749,429.54,556.81,13047.16,DEMO / SYNTHETIC DATA
DEMO_G_0421,18.5436262,73.841616,377745,2050725,DEMO_WARD_01,DEMO Ward 01,29.917,0.4534,0.0439,42.07,52.54,0.1666,2.812,101.08,564.48,8612.36,DEMO / SYNTHETIC DATA
DEMO_G_0422,18.5436279,73.8419003,377775,2050725,DEMO_WARD_01,DEMO Ward 01,36.575,0.1905,0.2758,8.49,71.32,0.238,4.516,297.47,553.38,17556.43,DEMO / SYNTHETIC DATA
DEMO_G_0423,18.5436296,73.8421845,377805,2050725,DEMO_WARD_01,DEMO Ward 01,34.779,0.2204,0.2304,11.31,49.16,0.1431,5.46,592.91,560.6,12889.81,DEMO / SYNTHETIC DATA
DEMO_G_0424,18.5436314,73.8424687,377835,2050725,DEMO_WARD_01,DEMO Ward 01,34.386,0.3373,0.4095,29.96,51.77,0.2017,6.689,473.56,555.54,12038.03,DEMO / SYNTHETIC DATA
DEMO_G_0425,18.5436331,73.8427529,377865,2050725,DEMO_WARD_01,DEMO Ward 01,35.387,0.042,0.3244,13.97,67.55,0.216,5.621,635.53,562.84,16194.1,DEMO / SYNTHETIC DATA
DEMO_G_0426,18.5436349,73.8430371,377895,2050725,DEMO_WARD_01,DEMO Ward 01,37.498,0.2523,0.0598,31.88,71.71,0.1809,4.578,367.75,551.06,11357.32,DEMO / SYNTHETIC DATA
DEMO_G_0427,18.5436366,73.8433213,377925,2050725,DEMO_WARD_01,DEMO Ward 01,36.888,0.0613,0.2712,8.65,55.04,0.2032,5.062,296.71,558.1,12835.13,DEMO / SYNTHETIC DATA
DEMO_G_0428,18.5436383,73.8436055,377955,2050725,DEMO_WARD_01,DEMO Ward 01,32.862,0.2384,0.2643,34.38,60.43,0.2914,4.395,285.38,559.95,12474.72,DEMO / SYNTHETIC DATA
DEMO_G_0429,18.5436401,73.8438897,377985,2050725,DEMO_WARD_01,DEMO Ward 01,37.013,0.2294,0.2718,18.01,83.11,0.17,7.523,463.92,555.88,10370.25,DEMO / SYNTHETIC DATA
DEMO_G_0430,18.5436418,73.844174,378015,2050725,DEMO_WARD_01,DEMO Ward 01,35.918,0.1771,0.1839,12.14,62.28,0.1599,7.529,578.42,549.61,8145.05,DEMO / SYNTHETIC DATA
DEMO_G_0431,18.5436436,73.8444582,378045,2050725,DEMO_WARD_01,DEMO Ward 01,33.749,0.2649,0.2259,28.08,65.76,0.2789,5.368,315.22,556.67,13736.2,DEMO / SYNTHETIC DATA
DEMO_G_0432,18.5436453,73.8447424,378075,2050725,DEMO_WARD_01,DEMO Ward 01,33.69,0.2947,0.1211,15.81,50.45,0.2037,3.434,520.43,560.85,8695.9,DEMO / SYNTHETIC DATA
DEMO_G_0433,18.543647,73.8450266,378105,2050725,DEMO_WARD_01,DEMO Ward 01,36.164,0.256,0.1102,26.42,66.52,0.1995,5.85,368.97,553.81,17965.21,DEMO / SYNTHETIC DATA
DEMO_G_0434,18.5436488,73.8453108,378135,2050725,DEMO_WARD_01,DEMO Ward 01,40.71,0.0527,0.3638,14.12,74.92,0.1535,5.454,438.46,557.23,16526.55,DEMO / SYNTHETIC DATA
DEMO_G_0435,18.5436505,73.845595,378165,2050725,DEMO_WARD_01,DEMO Ward 01,38.437,0.1109,0.4367,13.03,75.58,0.083,7.418,406.66,564.23,18651.64,DEMO / SYNTHETIC DATA
DEMO_G_0436,18.5436523,73.8458792,378195,2050725,DEMO_WARD_01,DEMO Ward 01,36.933,0.1566,0.412,7.0,57.64,0.2475,8.08,262.69,562.46,14411.57,DEMO / SYNTHETIC DATA
DEMO_G_0437,18.543654,73.8461634,378225,2050725,DEMO_WARD_01,DEMO Ward 01,35.873,0.1813,0.2459,26.74,63.37,0.1137,3.932,319.46,561.43,14869.49,DEMO / SYNTHETIC DATA
DEMO_G_0438,18.5436557,73.8464476,378255,2050725,DEMO_WARD_01,DEMO Ward 01,36.59,0.1651,0.4341,15.83,71.25,0.2555,7.784,402.2,561.99,11556.53,DEMO / SYNTHETIC DATA
DEMO_G_0439,18.5436575,73.8467319,378285,2050725,DEMO_WARD_01,DEMO Ward 01,31.196,0.1968,0.1114,32.44,40.52,0.1626,6.116,410.89,558.0,9641.07,DEMO / SYNTHETIC DATA
DEMO_G_0440,18.5436592,73.8470161,378315,2050725,DEMO_WARD_01,DEMO Ward 01,37.438,0.1715,0.4892,14.91,61.94,0.219,6.828,498.5,553.91,13784.59,DEMO / SYNTHETIC DATA
DEMO_G_0441,18.5436609,73.8473003,378345,2050725,DEMO_WARD_02,DEMO Ward 02,36.46,-0.0175,0.3635,1.12,79.75,0.2396,6.936,345.66,560.63,11421.58,DEMO / SYNTHETIC DATA
DEMO_G_0442,18.5436627,73.8475845,378375,2050725,DEMO_WARD_02,DEMO Ward 02,35.861,0.2108,0.2704,12.71,72.12,0.149,6.251,413.6,561.95,12683.36,DEMO / SYNTHETIC DATA
DEMO_G_0443,18.5436644,73.8478687,378405,2050725,DEMO_WARD_02,DEMO Ward 02,34.724,0.2253,0.1065,25.15,39.69,0.1909,4.308,179.05,563.25,9172.71,DEMO / SYNTHETIC DATA
DEMO_G_0444,18.5436661,73.8481529,378435,2050725,DEMO_WARD_02,DEMO Ward 02,34.797,0.1822,0.3628,19.96,82.1,0.2237,6.714,496.01,559.85,13713.71,DEMO / SYNTHETIC DATA
DEMO_G_0445,18.5436679,73.8484371,378465,2050725,DEMO_WARD_02,DEMO Ward 02,38.421,0.0078,0.2596,1.86,82.64,0.1703,8.993,297.19,559.51,18302.49,DEMO / SYNTHETIC DATA
DEMO_G_0446,18.5436696,73.8487213,378495,2050725,DEMO_WARD_02,DEMO Ward 02,34.638,0.3202,0.3013,18.06,54.56,0.2234,5.743,379.45,557.2,13132.47,DEMO / SYNTHETIC DATA
DEMO_G_0447,18.5436713,73.8490056,378525,2050725,DEMO_WARD_02,DEMO Ward 02,34.047,0.2054,0.2164,35.23,50.03,0.2174,4.926,258.25,554.07,14644.41,DEMO / SYNTHETIC DATA
DEMO_G_0448,18.5436731,73.8492898,378555,2050725,DEMO_WARD_02,DEMO Ward 02,32.282,0.3765,0.2127,34.49,73.03,0.2231,3.313,317.82,555.98,15978.59,DEMO / SYNTHETIC DATA
DEMO_G_0449,18.5436748,73.849574,378585,2050725,DEMO_WARD_02,DEMO Ward 02,30.434,0.3555,0.2102,36.21,44.72,0.1786,3.579,355.78,561.05,3667.96,DEMO / SYNTHETIC DATA
DEMO_G_0450,18.5436765,73.8498582,378615,2050725,DEMO_WARD_02,DEMO Ward 02,39.002,0.0564,0.2073,0.0,77.09,0.1979,6.402,416.03,559.69,17231.54,DEMO / SYNTHETIC DATA
DEMO_G_0451,18.5436783,73.8501424,378645,2050725,DEMO_WARD_02,DEMO Ward 02,37.115,0.3449,-0.0631,16.32,57.38,0.1618,6.568,344.64,557.62,11871.21,DEMO / SYNTHETIC DATA
DEMO_G_0452,18.54368,73.8504266,378675,2050725,DEMO_WARD_02,DEMO Ward 02,33.995,0.0921,0.2194,9.11,71.97,0.2308,6.674,300.87,561.9,15300.63,DEMO / SYNTHETIC DATA
DEMO_G_0453,18.5436817,73.8507108,378705,2050725,DEMO_WARD_02,DEMO Ward 02,37.59,0.1521,0.358,18.39,82.23,0.1457,5.16,451.57,565.03,14091.18,DEMO / SYNTHETIC DATA
DEMO_G_0454,18.5436834,73.850995,378735,2050725,DEMO_WARD_02,DEMO Ward 02,35.593,0.3199,0.1425,16.29,55.63,0.2015,4.901,469.41,552.14,9923.84,DEMO / SYNTHETIC DATA
DEMO_G_0455,18.5436852,73.8512793,378765,2050725,DEMO_WARD_02,DEMO Ward 02,30.051,0.3151,0.0998,39.26,44.66,0.2169,7.48,236.92,557.26,12146.27,DEMO / SYNTHETIC DATA
DEMO_G_0456,18.5436869,73.8515635,378795,2050725,DEMO_WARD_02,DEMO Ward 02,38.116,0.0855,0.1496,2.45,63.89,0.1875,6.106,302.66,551.03,10685.07,DEMO / SYNTHETIC DATA
DEMO_G_0457,18.5436886,73.8518477,378825,2050725,DEMO_WARD_02,DEMO Ward 02,32.796,0.2875,0.2069,24.9,65.43,0.2483,4.725,166.43,555.87,7612.17,DEMO / SYNTHETIC DATA
DEMO_G_0458,18.5436904,73.8521319,378855,2050725,DEMO_WARD_02,DEMO Ward 02,34.993,0.0881,0.2929,4.31,69.14,0.202,6.996,544.79,560.43,12251.27,DEMO / SYNTHETIC DATA
DEMO_G_0459,18.5436921,73.8524161,378885,2050725,DEMO_WARD_02,DEMO Ward 02,35.431,0.1498,0.1852,14.7,60.71,0.183,6.107,308.03,559.04,14553.61,DEMO / SYNTHETIC DATA
DEMO_G_0460,18.5436938,73.8527003,378915,2050725,DEMO_WARD_02,DEMO Ward 02,32.875,0.2703,0.114,14.73,56.03,0.2347,5.055,391.68,559.68,8130.25,DEMO / SYNTHETIC DATA
DEMO_G_0461,18.5436955,73.8529845,378945,2050725,DEMO_WARD_03,DEMO Ward 03,36.931,0.0636,0.3061,16.66,68.93,0.1562,6.783,403.04,554.03,14198.38,DEMO / SYNTHETIC DATA
DEMO_G_0462,18.5436973,73.8532687,378975,2050725,DEMO_WARD_03,DEMO Ward 03,35.485,0.2125,0.2412,29.47,70.05,0.1723,7.198,412.26,558.85,11662.48,DEMO / SYNTHETIC DATA
DEMO_G_0463,18.543699,73.853553,379005,2050725,DEMO_WARD_03,DEMO Ward 03,39.151,0.0578,0.2405,25.62,59.32,0.1742,7.576,288.59,554.11,10934.67,DEMO / SYNTHETIC DATA
DEMO_G_0464,18.5437007,73.8538372,379035,2050725,DEMO_WARD_03,DEMO Ward 03,33.97,0.4348,0.2281,27.63,51.47,0.2491,4.09,271.82,551.64,7716.75,DEMO / SYNTHETIC DATA
DEMO_G_0465,18.5437024,73.8541214,379065,2050725,DEMO_WARD_03,DEMO Ward 03,33.878,0.3528,0.0547,27.0,46.15,0.2712,6.235,274.25,552.47,13702.13,DEMO / SYNTHETIC DATA
DEMO_G_0466,18.5437042,73.8544056,379095,2050725,DEMO_WARD_03,DEMO Ward 03,29.166,0.3714,0.0937,35.04,35.88,0.2439,3.027,124.85,557.61,9800.81,DEMO / SYNTHETIC DATA
DEMO_G_0467,18.5437059,73.8546898,379125,2050725,DEMO_WARD_03,DEMO Ward 03,35.568,0.2228,0.2483,28.8,45.54,0.2067,3.127,210.63,552.33,6856.73,DEMO / SYNTHETIC DATA
DEMO_G_0468,18.5437076,73.854974,379155,2050725,DEMO_WARD_03,DEMO Ward 03,35.468,0.1905,0.3076,19.38,62.48,0.1537,5.719,470.23,557.24,12634.04,DEMO / SYNTHETIC DATA
DEMO_G_0469,18.5437093,73.8552582,379185,2050725,DEMO_WARD_03,DEMO Ward 03,34.892,0.2307,0.1371,23.4,65.65,0.1478,6.898,394.9,559.49,10714.8,DEMO / SYNTHETIC DATA
DEMO_G_0470,18.5437111,73.8555424,379215,2050725,DEMO_WARD_03,DEMO Ward 03,32.045,0.314,0.1596,24.9,51.16,0.2034,5.013,377.68,554.96,7306.27,DEMO / SYNTHETIC DATA
DEMO_G_0471,18.5437128,73.8558267,379245,2050725,DEMO_WARD_03,DEMO Ward 03,36.499,0.1644,0.3529,34.4,91.81,0.209,7.877,550.84,561.72,12280.56,DEMO / SYNTHETIC DATA
DEMO_G_0472,18.5437145,73.8561109,379275,2050725,DEMO_WARD_03,DEMO Ward 03,36.831,0.0626,0.2069,19.12,58.73,0.1338,5.131,488.67,551.67,13164.24,DEMO / SYNTHETIC DATA
DEMO_G_0473,18.5437162,73.8563951,379305,2050725,DEMO_WARD_03,DEMO Ward 03,35.386,0.1924,0.1577,31.52,69.54,0.1898,7.77,317.76,553.8,13308.98,DEMO / SYNTHETIC DATA
DEMO_G_0474,18.5437179,73.8566793,379335,2050725,DEMO_WARD_03,DEMO Ward 03,37.889,0.1042,0.1425,18.88,74.05,0.2173,8.238,362.91,561.36,13750.58,DEMO / SYNTHETIC DATA
DEMO_G_0475,18.5437197,73.8569635,379365,2050725,DEMO_WARD_03,DEMO Ward 03,36.564,-0.1,0.3698,0.0,74.76,0.2142,9.102,574.81,560.01,15526.53,DEMO / SYNTHETIC DATA
DEMO_G_0476,18.5437214,73.8572477,379395,2050725,DEMO_WARD_03,DEMO Ward 03,40.971,0.1838,0.4916,17.05,93.09,0.1712,7.787,529.2,555.49,17537.05,DEMO / SYNTHETIC DATA
DEMO_G_0477,18.5437231,73.8575319,379425,2050725,DEMO_WARD_03,DEMO Ward 03,40.753,0.0971,0.4055,18.78,91.73,0.0961,7.621,582.87,557.42,18563.03,DEMO / SYNTHETIC DATA
DEMO_G_0478,18.5437248,73.8578162,379455,2050725,DEMO_WARD_03,DEMO Ward 03,35.75,0.1009,0.3032,24.12,62.52,0.1834,7.273,495.0,558.71,16254.7,DEMO / SYNTHETIC DATA
DEMO_G_0479,18.5437265,73.8581004,379485,2050725,DEMO_WARD_03,DEMO Ward 03,37.584,0.0943,0.3891,26.2,76.04,0.1859,5.209,469.77,558.25,16716.89,DEMO / SYNTHETIC DATA
DEMO_G_0480,18.5437283,73.8583846,379515,2050725,DEMO_WARD_03,DEMO Ward 03,39.09,-0.1,0.5146,3.21,80.92,0.2039,6.91,562.25,554.93,19382.82,DEMO / SYNTHETIC DATA
DEMO_G_0481,18.5438972,73.8416142,377745,2050755,DEMO_WARD_01,DEMO Ward 01,33.761,0.3246,0.0681,41.67,53.29,0.1338,5.389,210.01,558.01,13590.52,DEMO / SYNTHETIC DATA
DEMO_G_0482,18.543899,73.8418984,377775,2050755,DEMO_WARD_01,DEMO Ward 01,33.573,0.3056,0.258,23.11,72.62,0.261,6.313,417.95,560.95,15857.13,DEMO / SYNTHETIC DATA
DEMO_G_0483,18.5439007,73.8421826,377805,2050755,DEMO_WARD_01,DEMO Ward 01,35.605,0.3504,0.2043,22.66,79.82,0.131,6.474,366.87,557.2,11475.16,DEMO / SYNTHETIC DATA
DEMO_G_0484,18.5439025,73.8424669,377835,2050755,DEMO_WARD_01,DEMO Ward 01,36.006,0.3369,0.3394,28.98,68.44,0.1947,7.306,490.36,553.72,14221.73,DEMO / SYNTHETIC DATA
DEMO_G_0485,18.5439042,73.8427511,377865,2050755,DEMO_WARD_01,DEMO Ward 01,34.847,0.2627,0.1413,27.22,51.75,0.2348,4.88,389.27,551.23,13945.04,DEMO / SYNTHETIC DATA
DEMO_G_0486,18.543906,73.8430353,377895,2050755,DEMO_WARD_01,DEMO Ward 01,35.588,0.0846,0.2555,21.38,63.36,0.2125,5.766,195.66,553.77,11531.74,DEMO / SYNTHETIC DATA
DEMO_G_0487,18.5439077,73.8433195,377925,2050755,DEMO_WARD_01,DEMO Ward 01,37.946,0.1891,0.3515,19.67,66.55,0.2549,5.639,80.09,554.32,9908.86,DEMO / SYNTHETIC DATA
DEMO_G_0488,18.5439094,73.8436037,377955,2050755,DEMO_WARD_01,DEMO Ward 01,32.828,0.2564,0.1092,30.63,64.69,0.2561,6.782,338.82,553.78,7059.67,DEMO / SYNTHETIC DATA
DEMO_G_0489,18.5439112,73.8438879,377985,2050755,DEMO_WARD_01,DEMO Ward 01,34.407,0.2599,0.2511,11.56,61.98,0.2017,5.768,415.62,553.03,14318.42,DEMO / SYNTHETIC DATA
DEMO_G_0490,18.5439129,73.8441721,378015,2050755,DEMO_WARD_01,DEMO Ward 01,36.937,0.1634,0.1597,16.66,59.93,0.1324,5.299,341.54,557.84,14317.85,DEMO / SYNTHETIC DATA
DEMO_G_0491,18.5439147,73.8444563,378045,2050755,DEMO_WARD_01,DEMO Ward 01,39.256,0.2252,0.388,21.61,84.08,0.2152,7.147,429.53,555.41,16311.68,DEMO / SYNTHETIC DATA
DEMO_G_0492,18.5439164,73.8447406,378075,2050755,DEMO_WARD_01,DEMO Ward 01,40.737,0.0892,0.4293,20.8,66.61,0.2089,6.105,560.24,553.83,15710.89,DEMO / SYNTHETIC DATA
DEMO_G_0493,18.5439181,73.8450248,378105,2050755,DEMO_WARD_01,DEMO Ward 01,37.998,0.0499,0.1725,26.36,51.99,0.2239,8.546,546.04,562.9,16924.52,DEMO / SYNTHETIC DATA
DEMO_G_0494,18.5439199,73.845309,378135,2050755,DEMO_WARD_01,DEMO Ward 01,38.086,0.078,0.2395,2.84,64.2,0.1877,7.024,531.93,559.39,16470.87,DEMO / SYNTHETIC DATA
DEMO_G_0495,18.5439216,73.8455932,378165,2050755,DEMO_WARD_01,DEMO Ward 01,37.616,0.2989,0.3278,32.55,78.19,0.197,5.761,196.38,554.56,9560.47,DEMO / SYNTHETIC DATA
DEMO_G_0496,18.5439233,73.8458774,378195,2050755,DEMO_WARD_01,DEMO Ward 01,35.027,0.2768,0.3053,25.27,72.33,0.1622,6.523,372.42,555.14,13873.97,DEMO / SYNTHETIC DATA
DEMO_G_0497,18.5439251,73.8461616,378225,2050755,DEMO_WARD_01,DEMO Ward 01,34.927,0.1834,0.2864,19.34,52.81,0.2173,6.448,476.37,565.17,14049.29,DEMO / SYNTHETIC DATA
DEMO_G_0498,18.5439268,73.8464458,378255,2050755,DEMO_WARD_01,DEMO Ward 01,35.487,0.3213,0.2963,33.08,56.68,0.2065,4.815,268.67,556.2,12714.08,DEMO / SYNTHETIC DATA
DEMO_G_0499,18.5439285,73.84673,378285,2050755,DEMO_WARD_01,DEMO Ward 01,37.614,0.1562,0.3007,30.14,77.74,0.1457,6.909,426.37,553.09,13977.92,DEMO / SYNTHETIC DATA
DEMO_G_0500,18.5439303,73.8470143,378315,2050755,DEMO_WARD_01,DEMO Ward 01,41.186,0.0138,0.4816,0.69,86.73,0.1973,8.985,729.09,557.43,17241.82,DEMO / SYNTHETIC DATA
DEMO_G_0501,18.543932,73.8472985,378345,2050755,DEMO_WARD_02,DEMO Ward 02,34.357,0.1822,0.0683,30.56,60.53,0.1452,4.893,374.34,560.22,12190.39,DEMO / SYNTHETIC DATA
DEMO_G_0502,18.5439338,73.8475827,378375,2050755,DEMO_WARD_02,DEMO Ward 02,37.258,0.026,0.2365,16.63,61.28,0.1795,4.965,455.67,554.19,14056.78,DEMO / SYNTHETIC DATA
DEMO_G_0503,18.5439355,73.8478669,378405,2050755,DEMO_WARD_02,DEMO Ward 02,37.798,0.1038,0.3876,10.12,86.11,0.1596,4.761,646.66,554.75,13688.64,DEMO / SYNTHETIC DATA
DEMO_G_0504,18.5439372,73.8481511,378435,2050755,DEMO_WARD_02,DEMO Ward 02,35.088,0.1715,0.2802,16.18,63.66,0.2467,8.221,661.14,559.68,17845.63,DEMO / SYNTHETIC DATA
DEMO_G_0505,18.543939,73.8484353,378465,2050755,DEMO_WARD_02,DEMO Ward 02,35.216,0.1637,0.2508,23.65,63.12,0.2016,5.116,422.63,559.14,13693.22,DEMO / SYNTHETIC DATA
DEMO_G_0506,18.5439407,73.8487195,378495,2050755,DEMO_WARD_02,DEMO Ward 02,34.808,0.1993,0.3607,0.0,76.19,0.1808,6.51,298.71,564.8,16412.35,DEMO / SYNTHETIC DATA
DEMO_G_0507,18.5439424,73.8490037,378525,2050755,DEMO_WARD_02,DEMO Ward 02,32.46,0.2321,0.0734,20.23,60.45,0.2106,4.855,307.68,561.41,12051.55,DEMO / SYNTHETIC DATA
DEMO_G_0508,18.5439442,73.849288,378555,2050755,DEMO_WARD_02,DEMO Ward 02,35.706,0.1922,0.1245,19.11,49.06,0.2258,5.921,438.09,559.32,12594.83,DEMO / SYNTHETIC DATA
DEMO_G_0509,18.5439459,73.8495722,378585,2050755,DEMO_WARD_02,DEMO Ward 02,33.582,0.2422,0.2912,22.76,38.06,0.1771,4.947,199.72,562.88,12258.4,DEMO / SYNTHETIC DATA
DEMO_G_0510,18.5439476,73.8498564,378615,2050755,DEMO_WARD_02,DEMO Ward 02,34.062,0.3844,0.0265,32.78,63.42,0.1706,5.963,332.66,551.08,12625.23,DEMO / SYNTHETIC DATA
DEMO_G_0511,18.5439493,73.8501406,378645,2050755,DEMO_WARD_02,DEMO Ward 02,36.404,0.2162,0.247,20.11,23.0,0.1283,5.4,469.41,558.21,10577.83,DEMO / SYNTHETIC DATA
